NCTId,BriefTitle,Condition,Phase,StudyType,InterventionType,InterventionName,Enrollment,StartDate,PrimaryCompletionDate,OverallStatus,LeadSponsorName,planned_enrollment,num_conditions,num_interventions,planned_duration_days,sponsor_type_industry,intervention_type,start_year,has_multiple_conditions,has_multiple_interventions,is_large_trial,label
NCT02658916,Extension Study of BIIB092 in Participants With Progressive Supranuclear Palsy (PSP) Who Participated in CN002003,"Supranuclear Palsy, Progressive",PHASE1,INTERVENTIONAL,DRUG,BIIB092,47,2016-02-22,2020-03-31,TERMINATED,Biogen,47.0,1,1,1499.0,0,DRUG,2016.0,0,0,0,0.0
NCT01475006,AMG 595 First-in-Human in Recurrent Gliomas,Advanced Malignant Glioma; Anaplastic Astrocytomas; Glioblastoma Multiforme,PHASE1,INTERVENTIONAL,DRUG,AMG 595,32,2012-02,2016-04,COMPLETED,Amgen,32.0,3,1,1521.0,0,DRUG,2012.0,1,0,0,1.0
NCT03438604,A Study to Evaluate the Effect of Heat Application on the Delivery Profile of Corplex™ Donepezil Transdermal Delivery System (TDS),Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG,Donepezil TDS,24,2018-02-13,2018-06-19,COMPLETED,"Corium, Inc.",24.0,1,1,126.0,1,DRUG,2018.0,0,0,0,1.0
NCT03671785,Study of the Fecal Microbiome in Patients With Parkinson's Disease,Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,PRIM-DJ2727; Placebo oral capsule,15,2019-05-15,2022-10-09,COMPLETED,"The University of Texas Health Science Center, Houston",15.0,1,2,1243.0,0,DRUG,2019.0,0,1,0,1.0
NCT02303678,D2C7 for Adult Patients With Recurrent Malignant Glioma,"Malignant Glioma; Brain Tumor, Recurrent",PHASE1,INTERVENTIONAL,DRUG,D2C7-IT,81,2015-05-05,2019-05-09,COMPLETED,Darell Bigner,81.0,2,1,1465.0,0,DRUG,2015.0,1,0,0,1.0
NCT00847704,Clinic-Based AMES Treatment of Stroke,Stroke; Cerebrovascular Accident,PHASE1; PHASE2,INTERVENTIONAL,DEVICE,Assisted movement and enhanced sensation,3,2008-04,2009-11,TERMINATED,Oregon Health and Science University,3.0,2,1,579.0,0,DEVICE,2008.0,1,0,0,0.0
NCT00538616,Precedex Versus Propofol-Awakening for Reducing Brain Injury Expansion,Brain Injury; Intracranial Pressure,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Dexmedetomidine; Propofol,8,2008-01,2008-02,COMPLETED,Carmelo Graffagnino,8.0,2,2,31.0,0,DRUG,2008.0,1,1,0,1.0
NCT00074243,CC-8490 in Treating Patients With Recurrent or Refractory High-Grade Gliomas,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,DRUG,CC-8490,,2003-12,,COMPLETED,National Cancer Institute (NCI),,1,1,,0,DRUG,2003.0,0,0,0,1.0
NCT03179436,Study of Quavonlimab (MK-1308) in Combination With Pembrolizumab (MK-3475) in Advanced Solid Tumors (MK-1308-001),Advanced Solid Tumors,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; DRUG,Quavonlimab; Pembrolizumab; Pembrolizumab/Quavonlimab,415,2017-07-02,2024-04-08,COMPLETED,Merck Sharp & Dohme LLC,415.0,1,3,2472.0,1,BIOLOGICAL,2017.0,0,1,1,1.0
NCT01879332,A Sequential Multiple Ascending Dose Study of the Safety and Pharmacokinetics of Eslicarbazepine Acetate in Adult Healthy Volunteers,Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,Placebo; BIA 2-093 3000 mg once daily; BIA 2-093 3600 mg once daily,16,2006-12,2007-02,COMPLETED,Bial - Portela C S.A.,16.0,1,3,62.0,0,DRUG,2006.0,0,1,0,1.0
NCT03309514,Transplantation of Neural Stem Cell-Derived Neurons for Parkinson's Disease,Parkinson's Disease,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,Intracerebral microinjections,0,2022-06,2023-12-31,WITHDRAWN,NeuroGeneration,0.0,1,1,578.0,0,BIOLOGICAL,2022.0,0,0,0,0.0
NCT02649608,"An Exploratory Study Investigating Safety, Tolerability and Pharmacokinetics of Ascending Doses of Lu AE04621 in Parkinson Disease Patients",Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG,0.04 mg Lu AE04621; 0.08 mg Lu AE04621; 0.2 mg Lu AE04621; 0.4 mg Lu AE04621; 0.6 mg Lu AE04621; 0.8 mg Lu AE04621; 1.0 mg Lu AE04621; 1.2 mg Lu AE04621,15,2016-01,2016-12,COMPLETED,H. Lundbeck A/S,15.0,1,8,335.0,0,DRUG,2016.0,0,1,0,1.0
NCT01519076,A Safety Evaluation of the Use of Magnetic-guided Iron Particles,Ischemic Stroke,PHASE1,INTERVENTIONAL,DEVICE,Pulse Therapeutics (PTI) Magnetically-Enhanced Diffusion (MED),7,2012-06,2014-01,TERMINATED,Pulse Therapeutics,7.0,1,1,579.0,1,DEVICE,2012.0,0,0,0,0.0
NCT04752267,18F-FMAU PET/CT and MRI for the Detection of Brain Tumors in Patients With Brain Cancer or Brain Metastases,Anatomic Stage IV Breast Cancer AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Glioma; Malignant Brain Neoplasm; Metastatic Breast Carcinoma; Metastatic Colon Carcinoma; Metastatic Kidney Carcinoma; Metastatic Lung Carcinoma; Metastatic Malignant Neoplasm in the Brain; Metastatic Melanoma; Pathologic Stage IV Cutaneous Melanoma AJCC v8; Prognostic Stage IV Breast Cancer AJCC v8; Stage IV Colon Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Stage IV Renal Cell Cancer AJCC v8; Stage IVA Colon Cancer AJCC v8; Stage IVA Lung Cancer AJCC v8; Stage IVB Colon Cancer AJCC v8; Stage IVB Lung Cancer AJCC v8; Stage IVC Colon Cancer AJCC v8,EARLY_PHASE1,INTERVENTIONAL,PROCEDURE; DRUG; PROCEDURE; PROCEDURE,Computed Tomography; 18F-FMAU; Multiparametric Magnetic Resonance Imaging; Positron Emission Tomography,10,2021-02-15,2023-09-18,COMPLETED,University of Southern California,10.0,20,4,945.0,0,PROCEDURE,2021.0,1,1,0,1.0
NCT00884533,QTc Study of Rosi XR in Healthy Volunteers,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; OTHER; DRUG,Rosi XR; Placebo; Moxifloxacin,0,2009-06,2009-08,WITHDRAWN,GlaxoSmithKline,0.0,1,3,61.0,0,DRUG,2009.0,0,1,0,0.0
NCT05446168,Brain Small Chain Fatty Acid Metabolism in Parkinson Disease: Tributyrin Supplementation,Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG,tributyrin,18,2022-07-01,2023-09-26,TERMINATED,"Nicolaas Bohnen, MD, PhD",18.0,1,1,452.0,0,DRUG,2022.0,0,0,0,0.0
NCT00581867,Memory and Insulin in Early Alzheimer's Disease,Alzheimer's Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Insulin Aspart; Placebo,31,2007-10,2012-05,COMPLETED,"Jeff Burns, MD",31.0,1,2,1674.0,0,DRUG,2007.0,0,1,0,1.0
NCT01348737,"Assessment of Safety, Tolerability and Blood Concentrations of Single Doses of AZD3839 in Healthy Volunteers",Alzheimer's Disease; Safety; Tolerability; Blood Concentration; Healthy Volunteers,PHASE1,INTERVENTIONAL,DRUG; DRUG,AZD3839; AZD3839 Placebo,72,2011-06,2011-11,COMPLETED,AstraZeneca,72.0,5,2,153.0,0,DRUG,2011.0,1,1,0,1.0
NCT01406145,A Study of the Safety and Tolerability of ASP0777 in Subjects With Alzheimer's Disease (AD) Taking a Stable Dose of Donepezil,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,ASP0777; Placebo,60,2011-06-16,2011-11-04,COMPLETED,Astellas Pharma Inc,60.0,1,2,141.0,1,DRUG,2011.0,0,1,0,1.0
NCT03806595,A Pilot Study of Intranasal Lidocaine in Acute Management of Pediatric Migraine,Migraine in Children; Posttraumatic Headache,PHASE1,INTERVENTIONAL,DRUG; DRUG,"Lidocaine 2% Injectable Solution; Normal Saline Flush, 0.9% Injectable Solution",30,2019-07-03,2020-12-03,COMPLETED,University of British Columbia,30.0,2,2,519.0,0,DRUG,2019.0,1,1,0,1.0
NCT00977795,A Study of the Specificity and Sensitivity of 5-ALA Fluorescence in Malignant Brain Tumors,Brain Neoplasms,PHASE1; PHASE2,INTERVENTIONAL,DRUG,5-aminolevulinic acid,0,2009-09,2010-01,WITHDRAWN,Endeavor Health,0.0,1,1,122.0,0,DRUG,2009.0,0,0,0,0.0
NCT01617577,Efficacy and Safety of Filgrastim in Alzheimer's Disease,Alzheimer's Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,G-CSF; filgrastim; Placebo,8,2009-06,2012-02,COMPLETED,University of South Florida,8.0,1,3,975.0,0,DRUG,2009.0,0,1,0,1.0
NCT02872857,Subarachnoid Hemorrhage Recovery And Galantamine,Subarachnoid Hemorrhage,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG; DRUG,Placebo; 8mg galantamine twice daily; 12mg galantamine twice daily,60,2016-09,2019-07-20,COMPLETED,"The University of Texas Health Science Center, Houston",60.0,1,3,1052.0,0,DRUG,2016.0,0,1,0,1.0
NCT00900237,Study to Evaluate Pharmacokinetics and Tolerability of Multiple Doses of Eslicarbazepine Acetate and Oxcarbazepine,Partial Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG,Eslicarbazepine acetate; Oxcarbazepine,14,2008-11,2008-12,COMPLETED,Bial - Portela C S.A.,14.0,1,2,30.0,0,DRUG,2008.0,0,1,0,1.0
NCT01124292,Evaluation of a Tongue Operated Assistive Technology for Individuals With Severe Paralysis,Quadriplegia; Spinal Cord Injury; ALS,PHASE1,INTERVENTIONAL,PROCEDURE; DEVICE,Tongue Piercing; Usability assessment,61,2010-05,2012-03,COMPLETED,Georgia Institute of Technology,61.0,3,2,670.0,0,PROCEDURE,2010.0,1,1,0,1.0
NCT05451212,Open-label Study to Evaluate the Safety of Various Dosing Regimens of MuSK-CAART for MuSK Myasthenia Gravis,MuSK Myasthenia Gravis,PHASE1,INTERVENTIONAL,BIOLOGICAL,MuSK-CAART,7,2022-11-23,2025-07-24,COMPLETED,Cabaletta Bio,7.0,1,1,974.0,0,BIOLOGICAL,2022.0,0,0,0,1.0
NCT01310881,Single-Dose Pharmacokinetics (PK) Study of Novel Neurogenic Compound NSI-189,Depression,PHASE1,INTERVENTIONAL,DRUG,NSI-189 Phosphate,35,2011-02,2011-11,COMPLETED,Neuralstem Inc.,35.0,1,1,273.0,1,DRUG,2011.0,0,0,0,1.0
NCT02221622,Allopregnanolone for Mild Cognitive Impairment Due to Alzheimer's Disease or Mild AD,Mild Cognitive Impairment; Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,Allopregnanolone injection (intravenous solution); Placebo injection (intravenous solution),24,2014-08,2018-02,COMPLETED,University of Southern California,24.0,2,2,1280.0,0,DRUG,2014.0,1,1,0,1.0
NCT03976349,"A Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of BIIB094 in Adults With Parkinson's Disease",Parkinson's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,BIIB094; Placebo,62,2019-08-12,2024-08-12,COMPLETED,"Ionis Pharmaceuticals, Inc.",62.0,1,2,1827.0,1,DRUG,2019.0,0,1,0,1.0
NCT02797015,Pharmacokinetics and Pharmacodynamics Study of RPC1063 in RMS,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG,RPC1063,22,2016-06-23,2017-10-20,COMPLETED,Celgene,22.0,1,1,484.0,0,DRUG,2016.0,0,0,0,1.0
NCT02037217,ExAblate Transcranial MR Guided Focused Ultrasound in the Treatment of Essential Tremor,Essential Tremor,PHASE1,INTERVENTIONAL,DEVICE,ExAblate Transcranial MRgFUS System,10,2011-02,2014-01,COMPLETED,InSightec,10.0,1,1,1065.0,0,DEVICE,2011.0,0,0,0,1.0
NCT05277389,New Tool to Enhance Post-stroke Upper Extremity Disability,Stroke,EARLY_PHASE1,INTERVENTIONAL,OTHER; OTHER,START - Startle Adjuvant Rehabilitation Therapy; Sham Control,21,2022-12-20,2023-12-15,COMPLETED,Arizona State University,21.0,1,2,360.0,0,OTHER,2022.0,0,1,0,1.0
NCT01922908,Mesenchymal Stromal Cells for Ischemic Stroke,Ischemic Stroke,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL,MSC Infusion; Placebo Comparator,0,2016-12,2018-12,WITHDRAWN,Sean Savitz,0.0,1,2,730.0,0,BIOLOGICAL,2016.0,0,1,0,0.0
NCT01984983,Study of a DNA-based Venezuelan Equine Encephalitis Virus DNA Vaccine Administered by Electroporation in Healthy Volunteers,Venezuelan Equine Encephalitis Virus Infection,PHASE1,INTERVENTIONAL,BIOLOGICAL; OTHER,Venezuelan Equine Encephalitis Virus DNA Vaccine Candidate; 0.9% saline placebo,42,2013-12,2014-06,COMPLETED,Ichor Medical Systems Incorporated,42.0,1,2,182.0,1,BIOLOGICAL,2013.0,0,1,0,1.0
NCT01808482,"A First Time in Human Study Exploring Safety, Tolerability, Pharmacokinetics (PK) and Pharmacodynamics (PD) of GSK2618960 in Healthy Volunteers and Patients With Relapsing Remitting Multiple Sclerosis (RRMS)","Multiple Sclerosis, Relapsing-Remitting",PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG,Part A: 100 mg/mL GSK2618960; Part A: matching placebo; Part B: Dose of GSK2618960 decided from Part A; Part B: matching placebo; Part C: Dose of GSK2618960 decided from Part A and B,16,2013-03-13,2013-08-06,TERMINATED,GlaxoSmithKline,16.0,1,5,146.0,0,DRUG,2013.0,0,1,0,0.0
NCT02820896,A Study of RO7105705 in Healthy Participants and Participants With Mild-to-Moderate Alzheimer's Disease,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,Placebo; RO7105705,74,2016-06-29,2017-06-26,COMPLETED,"Genentech, Inc.",74.0,1,2,362.0,1,DRUG,2016.0,0,1,0,1.0
NCT02243982,Predictive and Diagnostic Value of Tau and Beta-amyloid Markers in the Dementia of Parkinson's Disease,Parkinson's Disease; Parkinson-Dementia Syndrome,EARLY_PHASE1,INTERVENTIONAL,OTHER,[F18]-FDDNP,28,2010-03,2011-06,COMPLETED,Fundacion Clinic per a la Recerca Biomédica,28.0,2,1,457.0,0,OTHER,2010.0,1,0,0,1.0
NCT03953820,Diazepam Buccal Film (DBF) - Diastat Rectal Gel (DRG) Crossover Study,Epilepsy,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Diazepam Buccal Film; Diastat® Rectal Gel (Valeant Pharmaceuticals USA),31,2019-04-13,2019-07-31,COMPLETED,Aquestive Therapeutics,31.0,1,2,109.0,1,DRUG,2019.0,0,1,0,1.0
NCT01250470,Vaccine Therapy and Sargramostim in Treating Patients With Malignant Glioma,Anaplastic Astrocytoma; Anaplastic Oligoastrocytoma; Anaplastic Oligodendroglioma; Giant Cell Glioblastoma; Glioblastoma; Gliosarcoma; Mixed Glioma; Recurrent Brain Neoplasm,PHASE1,INTERVENTIONAL,OTHER; DRUG; BIOLOGICAL,Laboratory Biomarker Analysis; Montanide ISA-51/Survivin Peptide Vaccine; Sargramostim,9,2012-09-05,2014-05-29,COMPLETED,Roswell Park Cancer Institute,9.0,8,3,631.0,0,OTHER,2012.0,1,1,0,1.0
NCT01354483,Umbilical Cord Blood Mononuclear Cell Transplant to Treat Chronic Spinal Cord Injury,Spinal Cord Injuries,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; DRUG,Umbilical Cord Blood Mononuclear Cell; Methylprednisolone; Lithium Carbonate Tablet,20,2011-09,2013-09,COMPLETED,China Spinal Cord Injury Network,20.0,1,3,731.0,0,BIOLOGICAL,2011.0,0,1,0,1.0
NCT00016679,1-Octanol to Treat Essential Tremor,Essential Tremor,PHASE1,INTERVENTIONAL,DRUG,1-Octanol,42,2001-05,,COMPLETED,National Institute of Neurological Disorders and Stroke (NINDS),42.0,1,1,,0,DRUG,2001.0,0,0,0,1.0
NCT00639262,Combination of Sorafenib and Radiation for Brain Metastases and Primary Brain Tumors,Brain Metastases; Primary Brain Tumors,PHASE1,INTERVENTIONAL,DRUG; DRUG; RADIATION,Sorafenib; Temozolomide; Radiotherapy,35,2008-03,2012-09,COMPLETED,Sidney Kimmel Cancer Center at Thomas Jefferson University,35.0,2,3,1645.0,0,DRUG,2008.0,1,1,0,1.0
NCT05210088,"PLAsticity, Security and Tolerance to Intermittent Hypoxic Conditioning Following Stroke","Stroke, Ischemic; Stroke Sequelae",PHASE1; PHASE2,INTERVENTIONAL,DRUG; OTHER,"Hypoxia, intermittent; Normoxia",0,2024-01-01,2024-01-01,WITHDRAWN,"University Hospital, Grenoble",0.0,2,2,0.0,0,DRUG,2024.0,1,1,0,0.0
NCT01981486,"A Study Of The Safety, Tolerability, And Pharmacokinetics Of Multiple Doses Of PF-05180999 In Healthy Adults",Migraine,PHASE1,INTERVENTIONAL,DRUG; DRUG,Placebo Tablets; PF-05180999 Tablets,0,2014-06,2015-01,WITHDRAWN,Pfizer,0.0,1,2,214.0,0,DRUG,2014.0,0,1,0,0.0
NCT03574428,Single Ascending Doses Study With GNbAC1 in Healthy Male Volunteers,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG; OTHER,GNbAC1; GNbAC1 Placebo,24,2018-05-08,2018-11-02,COMPLETED,GeNeuro Australia PTY Ltd,24.0,1,2,178.0,1,DRUG,2018.0,0,1,0,1.0
NCT00379392,Mental Imagery to Reduce Motor Deficits in Stroke,Stroke,PHASE1,INTERVENTIONAL,BEHAVIORAL; PROCEDURE,Mental Imagery only; Mental Imagery and Constraint induced therapy,20,2003-01,2008-07,COMPLETED,Emory University,20.0,1,2,2008.0,0,BEHAVIORAL,2003.0,0,1,0,1.0
NCT02735798,64-Cu Labeled Brain PET/MRI for MM-302 in Advanced HER2+ Cancers With Brain Mets,Brain Metastases; Documented Her2 Overexpression; Advanced Solid Tumor; Neurologically Stable,EARLY_PHASE1,INTERVENTIONAL,DRUG; DRUG,MM-302; Trastuzumab,0,2016-04,2017-06,WITHDRAWN,Pamela Munster,0.0,4,2,426.0,0,DRUG,2016.0,1,1,0,0.0
NCT01975116,p28 in Treating Younger Patients With Recurrent or Progressive Central Nervous System Tumors,"Teratoid Tumor, Atypical; Choroid Plexus Neoplasms; Anaplastic Astrocytoma; Anaplastic Oligodendroglioma; Brainstem Tumors; Giant Cell Glioblastoma; Glioblastoma; Gliosarcoma; Medulloblastoma; Neuroectodermal Tumor, Primitive",PHASE1,INTERVENTIONAL,DRUG,azurin-derived cell-penetrating peptide p28,18,2013-08,2015-04,COMPLETED,Pediatric Brain Tumor Consortium,18.0,10,1,608.0,0,DRUG,2013.0,1,0,0,1.0
NCT07146087,Allogeneic Mesenchymal Stem Cell-Derived Exosome Therapy for Progressive Multiple Sclerosis,Multiple Sclerosis,EARLY_PHASE1,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL,MSC-Derived Exosomes; Placebo (Normal Saline),20,2020-07-01,2023-06-30,SUSPENDED,Biocells Medical,20.0,1,2,1094.0,0,BIOLOGICAL,2020.0,0,1,0,0.0
NCT02438033,Characterizing the Specificity and Stability of Local Field Potentials in the Globus Pallidus Internus of Patients Undergoing Deep Brain Stimulation for Parkinson's Disease,Parkinson's Disease,PHASE1,INTERVENTIONAL,DEVICE,Medtronic Activa PC+S Sensing Deep Brain Stimulator Generator,0,2015-09,2016-09,WITHDRAWN,Nader Pouratian,0.0,1,1,366.0,0,DEVICE,2015.0,0,0,0,0.0
NCT03211130,Using SystemCHANGE™ to Enhance Medication Adherence in Older Adult Stroke Survivors,"Stroke, Ischemic",EARLY_PHASE1,INTERVENTIONAL,BEHAVIORAL; BEHAVIORAL,SystemCHANGE™; Attention-Control,30,2017-11-28,2018-02-06,COMPLETED,"University of Missouri, Kansas City",30.0,1,2,70.0,0,BEHAVIORAL,2017.0,0,1,0,1.0
NCT00031928,Mafosfamide in Treating Patients With Progressive or Refractory Meningeal Tumors,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,DRUG,mafosfamide,3000,2002-01,,COMPLETED,National Cancer Institute (NCI),3000.0,1,1,,0,DRUG,2002.0,0,0,1,1.0
NCT05064436,"A Study to Evaluate the Safety, Tolerability, Kinetics, Biodistribution and Repeatability of 11C-BMS-986196 After Intravenous (IV) Administration in Healthy Participants and After Repeat IV Administration in Participants With Multiple Sclerosis",Multiple Sclerosis (MS),PHASE1,INTERVENTIONAL,DRUG,11C-BMS-986196,10,2021-12-10,2023-12-18,TERMINATED,Bristol-Myers Squibb,10.0,1,1,738.0,0,DRUG,2021.0,0,0,0,0.0
NCT00988598,"A Brief Study To Evaluate The Safety, Tolerability, And Blood Levels Of Multiple Doses Of PF-044467943 Or Placebo In Combination With Donepezil In Subjects With Mild To Moderate Alzheimer's Disease",Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,PF-04447943; Placebo,15,2009-10-26,2010-07-05,COMPLETED,Pfizer,15.0,1,2,252.0,0,DRUG,2009.0,0,1,0,1.0
NCT00838084,A Safety Study of LY2811376 Single Doses in Healthy Subjects,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,LY2811376; Placebo,61,2008-12,2009-06,COMPLETED,Eli Lilly and Company,61.0,1,2,182.0,0,DRUG,2008.0,0,1,0,1.0
NCT03177252,Scalp Block: Hemodynamic Stability and Patient Comfort In Craniotomy Patients,"Tumor, Brain; Anesthesia, Local",PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,Lidocaine; Sodium chloride; Bupivacaine,0,2020-10-01,2021-09-30,WITHDRAWN,Washington University School of Medicine,0.0,2,3,364.0,0,DRUG,2020.0,1,1,0,0.0
NCT03117738,A Study to Evaluate the Safety and Efficacy of AstroStem in Treatment of Alzheimer's Disease,Alzheimer Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG; OTHER,AstroStem; Placebo-Control,21,2017-05-09,2019-06-26,COMPLETED,Nature Cell Co. Ltd.,21.0,1,2,778.0,1,DRUG,2017.0,0,1,0,1.0
NCT00028158,"Safety and Effectiveness Study of G207, a Tumor-Killing Virus, in Patients With Recurrent Brain Cancer",Glioma; Astrocytoma; Glioblastoma,PHASE1; PHASE2,INTERVENTIONAL,DRUG,"G207, an oncolytic virus",65,2001-12,,COMPLETED,MediGene,65.0,3,1,,0,DRUG,2001.0,1,0,0,1.0
NCT02488044,A Phase 1/2 Study of AEB1102 in Patients With Arginase I Deficiency,Arginase I Deficiency; Hyperargininemia,PHASE1; PHASE2,INTERVENTIONAL,DRUG,AEB1102,16,2016-06,2019-02,COMPLETED,Aeglea Biotherapeutics,16.0,2,1,975.0,1,DRUG,2016.0,1,0,0,1.0
NCT05382767,Safety and Efficacy of CKDB-501A in Subjects With Post-stroke Upper Limb Spasticity,Post-stroke Upper Limb Spasticity,PHASE1,INTERVENTIONAL,DRUG; DRUG,CKDB-501A; Botox®,24,2022-06-02,2022-12-08,COMPLETED,CKD Bio Corporation,24.0,1,2,189.0,0,DRUG,2022.0,0,1,0,1.0
NCT00780806,Safety And Blood Collection Study Of Meningococcal B Rlp2086 Vaccine In Adults,"Meningitis, Meningococcal",PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; PROCEDURE,meningococcal B rLP2086 vaccine candidate; Blood draw,60,2008-10,2010-05,COMPLETED,Wyeth is now a wholly owned subsidiary of Pfizer,60.0,1,2,577.0,0,BIOLOGICAL,2008.0,0,1,0,1.0
NCT01117844,Proton Radiation For Meningiomas and Hemangiopericytomas,Meningioma; Hemangiopericytoma,PHASE1; PHASE2,INTERVENTIONAL,RADIATION,Proton Radiation,53,2010-02-04,2023-03-31,COMPLETED,Abramson Cancer Center at Penn Medicine,53.0,2,1,4803.0,0,RADIATION,2010.0,1,0,0,1.0
NCT04672044,TMS and Exercise for Post-stroke Pain,Chronic Post-stroke Headache,PHASE1,INTERVENTIONAL,DEVICE; COMBINATION_PRODUCT,Active rTMS and exercise; Sham rTMS+Exercise,9,2022-01-14,2024-12-30,COMPLETED,VA Office of Research and Development,9.0,1,2,1081.0,0,DEVICE,2022.0,0,1,0,1.0
NCT03330704,"Small-Volume, Patient-Specific, Balanced Hypertonic Fluid Protocol Validation","Cerebral Edema; Saline Solution, Hypertonic",EARLY_PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,3% Sodium Chloride; 23.4% Sodium Chloride; 8.4% Sodium Bicarbonate,0,2017-11-28,2020-01-01,WITHDRAWN,Stanford University,0.0,2,3,764.0,0,DRUG,2017.0,1,1,0,0.0
NCT02193347,IDH1 Peptide Vaccine for Recurrent Grade II Glioma,"Brain Cancer; Brain Neoplasm, Primary; Brain Neoplasms, Recurrent; Brain Tumor; Cancer of the Brain",PHASE1,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; DRUG,PEPIDH1M vaccine; Tetanus-Diphtheria Toxoid (Td); Temozolomide,24,2016-01-28,2020-02-03,COMPLETED,"Katy Peters, MD, PhD",24.0,5,3,1467.0,0,BIOLOGICAL,2016.0,1,1,0,1.0
NCT00005952,Temozolomide Plus Peripheral Stem Cell Transplantation in Treating Children With Newly Diagnosed Malignant Glioma or Recurrent CNS or Other Solid Tumors,Brain and Central Nervous System Tumors; Childhood Germ Cell Tumor; Head and Neck Cancer; Kidney Cancer; Neuroblastoma; Ovarian Cancer; Sarcoma; Testicular Germ Cell Tumor,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; DRUG; PROCEDURE,filgrastim; temozolomide; peripheral blood stem cell transplantation,30,2000-08,2005-11,COMPLETED,Duke University,30.0,8,3,1918.0,0,BIOLOGICAL,2000.0,1,1,0,1.0
